text_length,text_quality,metadata_score,structure_score,field_score,suspicious_keywords,repeated_lines,abnormal_symbols,missing_fields,metadata_anomaly,tampering_indicators,risk_score,label
581,100,91,91,94,1,0,1,0,1,0,15.94,Genuine
4461,53,46,62,46,4,1,3,2,1,1,39.34,Suspicious
3584,97,86,80,87,1,0,1,0,0,0,10.74,Genuine
3812,81,96,99,94,0,1,0,0,1,0,10.92,Genuine
1033,69,72,58,68,3,0,3,3,1,2,43.14,Suspicious
3159,55,68,47,66,1,2,0,4,3,1,30.43,Suspicious
3822,58,80,79,57,3,2,1,4,3,1,39.34,Suspicious
4162,100,87,99,88,0,0,0,1,0,0,8.33,Genuine
803,41,37,37,47,3,5,2,7,6,3,57.77,Fake
485,61,55,45,47,3,3,3,2,1,2,39.49,Suspicious
2902,80,94,95,92,1,0,0,0,0,1,12.79,Genuine
1844,47,52,38,59,4,7,3,7,7,9,72.89,Fake
3231,53,48,52,79,2,0,1,4,2,3,46.14,Suspicious
2932,49,60,62,49,4,0,2,1,1,1,38.92,Suspicious
3260,46,79,58,75,2,0,2,2,3,2,35.01,Suspicious
2104,86,85,96,100,1,1,1,0,0,0,20.69,Genuine
475,93,99,99,96,1,0,0,0,0,1,11.37,Genuine
4830,56,66,48,79,1,3,0,4,2,3,40.36,Suspicious
983,80,88,100,85,1,0,1,1,0,0,15.08,Genuine
4490,84,94,95,92,1,0,1,1,1,1,9.47,Genuine
3746,48,49,59,58,6,2,2,4,5,8,67.96,Fake
1825,80,86,99,97,0,0,0,1,0,0,10.95,Genuine
2449,90,89,96,98,1,1,0,1,0,0,9.05,Genuine
2416,78,75,60,54,2,0,1,1,1,1,30.39,Suspicious
3293,43,23,34,35,7,3,5,7,5,3,71.99,Fake
4607,65,64,45,50,3,2,3,3,3,3,54.24,Suspicious
453,90,99,95,88,1,1,1,1,0,0,17.35,Genuine
2660,74,46,50,46,2,3,1,3,1,3,44.41,Suspicious
3669,34,20,37,42,9,3,7,4,7,6,88.29,Fake
668,97,93,98,96,1,1,0,1,0,1,7.08,Genuine
4041,98,99,99,99,1,1,1,1,0,1,13.39,Genuine
4896,91,99,92,91,1,1,1,1,0,0,15.8,Genuine
2661,87,95,85,85,0,0,1,0,1,0,13.16,Genuine
908,85,81,81,100,1,1,1,0,0,1,23.51,Genuine
4385,48,45,46,57,5,2,6,4,6,5,64.11,Fake
3989,47,64,48,55,4,2,3,2,3,1,41.63,Suspicious
4761,84,91,95,90,0,1,1,1,1,1,17.95,Genuine
3507,93,91,90,87,0,0,1,0,1,1,9.08,Genuine
2872,76,59,72,52,3,1,0,1,2,1,31.27,Suspicious
3999,98,86,97,98,1,1,0,0,0,1,16.95,Genuine
2662,45,61,69,61,1,3,1,1,1,2,41.9,Suspicious
2673,99,96,97,95,1,0,1,0,0,0,7.51,Genuine
3224,47,42,47,17,4,7,5,5,4,3,74.84,Fake
4693,66,68,58,49,4,1,1,2,1,2,34.16,Suspicious
1468,10,37,31,50,7,2,5,4,5,8,85.57,Fake
2958,56,52,25,54,4,5,5,7,6,9,77.31,Fake
2908,50,33,49,33,3,7,5,3,4,5,70.61,Fake
503,92,86,94,96,0,1,0,0,1,0,12.77,Genuine
3753,89,90,87,89,0,1,1,1,1,1,15.18,Genuine
3720,38,49,42,13,5,5,6,7,7,6,80.25,Fake
4901,87,81,88,88,1,1,0,0,0,1,15.65,Genuine
4556,78,62,61,59,2,0,0,1,1,3,32.82,Suspicious
347,91,99,97,87,0,0,1,1,0,1,9.69,Genuine
3825,86,89,81,97,0,0,0,1,1,1,16.39,Genuine
2046,78,72,78,54,2,3,0,1,1,1,29.8,Suspicious
3216,96,99,97,100,1,0,1,1,0,0,12.09,Genuine
2575,92,92,86,89,1,0,1,1,1,0,11.94,Genuine
3369,46,69,74,51,3,0,0,4,1,2,32.62,Suspicious
3532,46,52,54,51,3,2,2,4,3,3,48.76,Suspicious
1555,78,61,65,53,4,0,3,1,3,1,36.74,Suspicious
2434,21,36,26,31,9,3,4,6,6,5,90.71,Fake
4149,41,30,19,51,5,4,5,7,3,6,73.97,Fake
788,17,38,46,36,7,4,2,7,3,8,83.87,Fake
2845,51,76,52,49,4,3,1,3,2,3,48.85,Suspicious
1163,80,92,83,88,1,1,0,0,1,0,13.29,Genuine
1121,34,59,26,60,8,7,6,4,7,3,79.55,Fake
3800,90,82,97,93,1,1,0,0,1,1,13.97,Genuine
1862,54,38,34,30,3,4,5,6,4,3,69.02,Fake
3043,92,99,80,100,1,0,0,1,1,0,12.17,Genuine
442,94,98,99,86,0,0,0,0,0,1,2.97,Genuine
3350,82,81,94,92,1,1,0,1,0,1,17.41,Genuine
1367,66,40,52,55,1,0,0,1,1,2,32.36,Suspicious
4871,58,57,77,78,4,3,0,4,1,3,45.86,Suspicious
2957,47,18,42,31,3,5,5,7,4,7,76.36,Fake
794,27,25,54,16,8,2,6,6,6,6,82.17,Fake
4154,10,48,37,36,3,7,4,5,7,6,75.65,Fake
2706,58,28,47,14,3,7,4,4,7,3,69.14,Fake
312,60,75,78,57,3,3,3,2,3,2,40.48,Suspicious
646,12,20,12,37,4,3,2,5,3,3,71.09,Fake
4128,50,54,60,52,6,4,3,7,5,7,77.69,Fake
3683,51,57,64,46,2,2,3,1,1,1,42.98,Suspicious
3262,46,76,46,63,3,0,3,1,2,3,34.97,Suspicious
1531,17,54,26,26,3,2,4,5,4,7,76.31,Fake
4077,47,62,78,62,1,0,3,1,2,1,28.0,Suspicious
2596,65,53,60,45,4,1,1,2,1,1,40.55,Suspicious
4867,39,31,34,37,8,5,4,7,2,9,88.18,Fake
190,23,37,27,42,6,3,6,5,5,9,86.08,Fake
1449,14,18,60,20,8,7,5,3,5,9,85.23,Fake
3095,53,67,51,60,4,3,0,4,3,1,38.25,Suspicious
1967,100,82,93,89,0,1,0,0,0,1,3.03,Genuine
4236,36,21,47,45,3,3,6,3,5,3,62.86,Fake
2560,58,44,50,68,4,3,2,3,2,3,51.99,Suspicious
1186,96,93,82,93,1,1,1,1,0,1,16.19,Genuine
848,27,29,57,50,5,7,2,7,7,5,73.73,Fake
2955,55,66,53,60,2,2,1,2,2,1,34.82,Suspicious
3392,98,80,99,98,0,1,1,1,1,0,8.66,Genuine
1784,48,43,50,72,2,2,0,4,3,3,39.57,Suspicious
1817,21,57,27,19,6,3,5,3,2,9,83.85,Fake
4006,46,61,69,69,4,3,2,4,2,3,47.29,Suspicious
2916,41,42,17,55,8,3,4,4,6,8,83.16,Fake
4306,80,49,60,48,2,2,3,3,2,3,47.07,Suspicious
4820,94,90,81,86,0,1,1,1,1,0,16.6,Genuine
3888,65,57,58,63,1,0,3,4,2,1,27.94,Suspicious
4611,53,32,21,47,9,7,5,7,7,3,83.96,Fake
3187,86,95,87,95,0,1,0,1,0,1,15.16,Genuine
4253,90,82,90,90,1,0,0,1,0,0,15.27,Genuine
953,90,88,80,96,1,0,0,1,0,0,13.56,Genuine
4705,77,79,76,49,1,1,3,1,2,2,35.17,Suspicious
694,71,41,49,73,1,1,2,4,1,1,37.18,Suspicious
3816,79,54,75,60,2,0,3,4,3,2,37.47,Suspicious
4506,57,79,57,77,3,3,2,4,3,1,32.39,Suspicious
603,90,86,100,91,1,1,1,1,1,0,12.58,Genuine
2253,26,50,39,22,7,4,6,5,2,3,76.11,Fake
4180,24,40,26,21,8,7,3,6,3,6,92.97,Fake
1280,39,44,56,36,7,6,2,5,4,7,77.29,Fake
2428,93,90,95,99,1,1,1,1,1,0,13.27,Genuine
4194,10,41,60,41,5,4,6,3,5,3,68.86,Fake
2236,68,45,61,72,2,2,3,3,1,2,42.95,Suspicious
910,76,60,49,50,2,1,1,2,2,2,34.04,Suspicious
3548,58,49,54,50,4,3,1,1,2,1,41.4,Suspicious
3946,20,43,30,22,8,2,7,4,6,3,76.0,Fake
3653,96,84,100,93,1,1,0,1,0,1,14.7,Genuine
1225,45,30,14,20,4,4,3,3,6,6,76.63,Fake
1950,89,95,90,100,0,0,1,1,0,0,10.56,Genuine
4298,81,81,94,95,0,0,1,0,0,0,15.81,Genuine
2981,88,84,92,98,1,0,0,1,1,0,12.75,Genuine
1833,49,51,17,55,4,2,7,3,7,6,78.24,Fake
3314,60,61,76,52,3,3,1,1,2,2,43.09,Suspicious
2696,98,86,100,99,0,1,0,0,0,1,8.77,Genuine
1422,23,50,30,56,4,5,6,4,5,9,77.2,Fake
843,34,53,52,60,6,2,5,4,5,9,75.48,Fake
3356,24,30,27,10,6,4,3,7,4,8,86.28,Fake
3786,70,64,55,67,2,0,3,4,2,3,37.41,Suspicious
890,61,74,62,69,3,2,2,1,1,2,40.33,Suspicious
3426,47,60,64,53,1,3,3,2,2,1,36.5,Suspicious
2424,100,84,91,87,1,0,0,1,1,1,13.51,Genuine
4041,27,28,19,59,4,2,7,3,7,7,73.68,Fake
425,80,91,97,86,1,0,1,0,0,0,13.88,Genuine
4569,48,49,69,76,4,1,0,4,1,1,38.21,Suspicious
2834,50,68,49,74,1,2,1,4,3,2,41.32,Suspicious
4593,68,52,50,78,3,0,0,3,2,2,41.7,Suspicious
987,86,94,93,91,0,0,1,1,1,0,6.88,Genuine
441,10,18,56,33,7,3,5,6,6,9,86.89,Fake
841,36,37,46,24,5,7,4,7,6,8,80.28,Fake
2614,49,54,58,19,9,2,2,4,2,5,72.13,Fake
2775,79,71,67,69,3,3,1,1,2,3,38.46,Suspicious
4402,78,61,46,60,3,1,3,2,1,3,43.6,Suspicious
1165,83,81,93,95,0,0,1,0,0,1,7.23,Genuine
1575,97,84,84,86,1,0,0,0,1,1,12.15,Genuine
4126,98,100,82,100,0,1,0,0,0,0,5.77,Genuine
2701,45,49,74,76,3,1,0,1,3,3,39.3,Suspicious
1344,79,70,56,54,4,1,3,4,3,1,46.08,Suspicious
869,96,80,100,89,1,0,1,1,1,1,12.09,Genuine
3156,93,100,93,96,0,1,1,1,0,0,8.85,Genuine
1374,62,45,77,54,2,2,3,2,3,3,43.77,Suspicious
2940,49,38,32,51,9,3,4,4,7,5,82.3,Fake
2642,70,71,59,79,2,2,3,4,2,2,38.24,Suspicious
3517,33,27,25,50,7,2,2,6,7,6,75.41,Fake
4968,96,92,94,100,1,1,0,1,0,1,8.63,Genuine
4509,91,93,88,87,1,0,0,1,1,1,16.21,Genuine
253,89,93,91,99,1,1,1,1,1,1,11.44,Genuine
3483,97,83,83,92,0,0,1,0,1,1,11.44,Genuine
2614,50,11,10,56,9,5,4,4,5,4,76.62,Fake
334,62,41,73,51,3,0,0,2,1,1,36.72,Suspicious
3444,89,89,87,97,0,1,1,1,0,1,7.42,Genuine
2139,59,41,55,76,2,0,3,1,2,1,38.78,Suspicious
2935,28,23,12,59,4,7,7,7,7,9,77.68,Fake
2235,52,33,24,12,4,6,6,7,6,3,73.96,Fake
3285,15,25,42,16,6,3,6,7,3,7,87.05,Fake
1549,97,92,84,92,1,1,0,1,1,0,12.6,Genuine
4237,72,47,54,69,3,3,0,2,3,1,42.46,Suspicious
341,71,59,69,53,4,1,2,1,2,3,44.59,Suspicious
4315,80,85,94,86,0,0,1,0,0,1,18.74,Genuine
846,80,46,64,62,1,2,0,2,1,2,29.08,Suspicious
1410,42,31,27,57,3,4,3,5,7,3,62.33,Fake
1752,45,56,70,66,3,1,1,2,1,3,34.02,Suspicious
4375,55,35,49,12,8,7,3,5,5,6,85.6,Fake
4828,83,85,90,98,1,0,0,1,1,1,14.97,Genuine
1624,45,55,51,68,3,1,3,1,3,1,37.17,Suspicious
1305,85,91,100,100,1,1,0,0,0,0,14.46,Genuine
3865,75,46,74,47,3,2,3,1,2,1,37.3,Suspicious
3673,67,58,65,65,4,0,1,3,3,2,38.2,Suspicious
1418,35,56,31,56,8,4,6,3,3,6,77.17,Fake
2256,70,44,68,75,4,0,1,2,2,1,35.85,Suspicious
2327,89,88,98,97,0,0,1,1,1,1,14.59,Genuine
1138,94,83,81,91,0,0,1,1,0,0,10.93,Genuine
4105,63,40,75,78,2,3,1,4,3,3,41.87,Suspicious
1730,87,92,83,90,0,0,1,1,1,1,15.17,Genuine
2721,50,26,60,54,8,6,5,7,3,6,84.86,Fake
1416,40,50,26,36,8,2,2,7,6,4,66.01,Fake
4374,96,99,95,94,0,1,1,1,0,0,13.73,Genuine
4644,30,18,38,36,3,4,6,6,7,7,77.24,Fake
836,60,50,45,66,2,3,2,4,2,1,49.95,Suspicious
3213,53,68,61,56,1,1,0,1,1,2,32.19,Suspicious
4983,76,52,77,78,1,3,0,4,3,1,29.34,Suspicious
1355,85,90,89,98,1,1,0,0,1,0,1.92,Genuine
1114,59,60,75,51,1,3,2,3,3,2,37.6,Suspicious
123,97,94,97,97,1,1,1,1,1,1,18.04,Genuine
2520,79,72,64,60,1,2,0,3,3,3,37.94,Suspicious
3805,72,55,66,72,2,1,2,2,1,3,42.43,Suspicious
1914,40,56,45,54,6,6,6,7,5,6,83.14,Fake
4048,76,68,67,80,2,0,1,3,2,2,31.77,Suspicious
3141,82,82,90,88,0,1,1,0,1,1,15.4,Genuine
1071,93,100,80,94,0,0,0,0,1,0,9.67,Genuine
3010,95,89,91,93,1,1,1,1,1,1,13.27,Genuine
2843,12,41,43,58,3,4,3,5,3,5,68.63,Fake
4574,59,63,70,70,2,1,1,2,1,1,30.5,Suspicious
788,48,25,42,36,3,5,6,4,2,4,67.29,Fake
2454,42,60,12,47,6,5,5,4,2,5,74.84,Fake
1312,87,97,98,96,0,1,0,1,0,1,18.85,Genuine
2423,95,89,99,89,0,1,0,0,1,0,10.6,Genuine
796,93,91,100,95,1,0,1,1,1,1,15.11,Genuine
4929,59,43,51,70,2,2,1,4,2,1,38.82,Suspicious
1264,97,91,82,95,0,1,0,0,0,0,12.24,Genuine
3403,48,10,24,28,4,2,6,7,7,4,75.35,Fake
1235,43,39,21,11,8,4,5,5,2,5,80.94,Fake
384,65,67,50,64,3,0,3,3,1,2,39.35,Suspicious
4516,45,75,52,76,1,3,1,4,1,1,36.51,Suspicious
3414,70,75,61,71,1,3,2,2,2,1,34.49,Suspicious
3176,93,83,83,93,0,0,0,1,0,0,12.28,Genuine
314,31,10,48,51,3,2,5,3,3,5,67.35,Fake
3639,57,56,65,67,1,1,3,3,2,1,37.4,Suspicious
3839,43,12,17,29,7,4,3,3,4,5,77.98,Fake
4326,34,58,15,16,8,4,2,7,5,3,72.27,Fake
3837,77,56,53,75,3,2,0,4,1,2,33.16,Suspicious
2560,61,63,67,62,2,1,1,2,3,3,36.63,Suspicious
515,99,84,92,100,1,0,0,1,0,0,9.49,Genuine
911,52,79,68,54,3,2,2,2,1,2,41.12,Suspicious
2770,15,29,23,50,3,5,2,6,7,9,79.69,Fake
4253,88,83,98,93,0,0,1,1,0,0,10.7,Genuine
4389,60,48,72,57,3,0,0,3,1,2,33.23,Suspicious
2764,44,42,30,29,5,3,2,7,3,7,76.91,Fake
807,95,83,80,90,1,1,0,0,1,0,11.81,Genuine
3981,36,35,49,38,3,3,3,7,4,4,58.19,Fake
668,84,87,92,97,0,1,0,0,0,0,5.04,Genuine
713,95,92,84,97,0,1,1,0,0,0,8.38,Genuine
4368,77,63,58,80,1,2,3,4,3,3,44.46,Suspicious
4528,66,63,70,74,1,3,1,1,1,2,36.57,Suspicious
2063,95,95,96,90,0,0,1,1,1,0,1.2,Genuine
4507,54,62,55,46,2,1,3,1,3,1,35.15,Suspicious
636,63,73,48,47,1,1,3,2,3,3,39.56,Suspicious
3525,95,82,95,100,0,0,0,0,0,0,4.65,Genuine
2329,79,51,72,70,2,1,2,4,3,1,29.33,Suspicious
2433,56,56,68,63,1,3,0,1,3,3,32.68,Suspicious
1753,81,87,89,99,0,1,1,1,0,1,8.81,Genuine
1560,70,71,46,76,1,0,3,4,3,3,40.3,Suspicious
275,30,13,51,50,6,2,6,3,4,5,72.47,Fake
2402,91,85,83,95,0,0,0,1,0,0,10.21,Genuine
1964,52,24,46,47,9,6,2,6,4,3,76.06,Fake
1280,96,92,80,86,0,0,0,0,0,1,7.74,Genuine
3769,73,71,58,60,3,3,0,4,3,1,37.43,Suspicious
1154,30,40,24,54,3,5,7,5,6,3,65.28,Fake
402,21,32,24,42,3,6,7,7,3,5,78.83,Fake
1643,17,32,24,36,9,7,3,4,3,6,87.34,Fake
1784,57,34,41,47,8,4,5,7,5,3,71.67,Fake
4352,51,13,47,43,3,5,7,7,6,5,72.08,Fake
530,86,93,94,92,0,0,0,0,1,1,11.82,Genuine
2101,57,11,54,17,3,6,3,5,4,8,75.57,Fake
2832,22,26,50,53,7,3,2,7,2,6,76.0,Fake
3638,40,15,11,22,4,6,5,5,3,7,86.01,Fake
4175,68,56,62,61,4,0,3,2,3,3,47.47,Suspicious
1964,51,66,65,79,4,3,3,3,1,1,38.22,Suspicious
2472,11,38,58,37,6,6,5,4,2,9,84.82,Fake
1043,21,53,43,44,6,5,7,3,4,7,85.61,Fake
1308,18,32,16,33,5,6,4,3,7,9,82.7,Fake
4741,36,26,41,46,7,6,4,5,2,8,84.53,Fake
2829,69,61,51,70,4,0,0,2,1,3,39.05,Suspicious
4284,14,48,46,49,3,2,3,7,3,9,72.83,Fake
4572,47,31,40,31,3,4,2,4,2,8,75.39,Fake
2722,51,49,63,59,1,0,1,1,1,1,33.58,Suspicious
1592,94,84,87,98,0,1,0,0,1,1,11.79,Genuine
2259,37,11,29,20,8,6,5,7,7,3,82.41,Fake
2579,39,20,40,12,5,3,4,3,5,9,78.74,Fake
651,77,70,62,79,4,2,0,1,3,2,36.87,Suspicious
1054,20,31,38,34,4,7,7,4,7,7,77.81,Fake
4150,58,65,71,78,1,3,0,1,1,3,34.39,Suspicious
954,72,43,74,61,2,3,1,4,3,3,33.05,Suspicious
4338,51,49,54,72,4,1,1,3,1,3,50.98,Suspicious
371,73,62,61,65,1,0,0,1,1,2,29.4,Suspicious
4810,67,56,70,52,1,1,1,2,2,2,31.34,Suspicious
4459,78,72,54,70,2,0,1,2,3,1,31.56,Suspicious
4148,50,49,52,62,4,0,1,2,2,2,44.21,Suspicious
3878,45,35,21,53,8,4,7,3,7,5,75.0,Fake
1241,57,78,64,65,1,2,2,2,2,3,40.16,Suspicious
165,96,94,89,99,0,1,0,1,0,1,9.37,Genuine
3070,92,85,83,98,0,1,0,1,0,1,12.97,Genuine
215,68,43,64,60,2,2,1,1,1,3,46.35,Suspicious
2656,72,41,48,66,2,0,2,4,2,1,39.1,Suspicious
177,47,74,78,65,4,3,3,2,2,2,41.04,Suspicious
2601,79,67,48,51,3,2,3,2,3,2,51.86,Suspicious
4535,67,48,74,64,2,3,0,4,2,1,30.9,Suspicious
1648,89,100,80,99,0,0,1,1,0,1,7.89,Genuine
4268,76,72,48,74,1,0,2,1,2,3,33.97,Suspicious
2138,95,80,90,94,0,0,0,0,0,1,10.53,Genuine
1399,55,10,30,32,3,2,2,7,7,8,69.4,Fake
3402,95,97,91,88,0,1,0,1,1,1,14.75,Genuine
885,87,82,87,99,1,0,0,0,1,1,12.99,Genuine
3086,25,59,18,12,8,5,5,5,3,7,82.89,Fake
4316,81,82,84,86,0,1,1,1,1,1,16.42,Genuine
4578,92,84,93,98,0,0,0,1,0,0,9.26,Genuine
1284,89,81,98,98,1,0,0,1,0,1,10.07,Genuine
1078,55,26,28,20,6,3,4,5,5,8,83.34,Fake
4114,39,50,34,23,5,5,3,4,4,5,71.54,Fake
649,57,54,36,59,8,3,6,7,7,8,78.99,Fake
3772,72,78,61,56,4,1,1,1,3,3,39.15,Suspicious
1362,44,53,33,49,7,5,5,7,5,3,78.97,Fake
1571,86,100,94,92,1,1,1,0,1,1,16.38,Genuine
4462,12,34,36,53,9,4,5,3,7,3,76.01,Fake
2922,35,30,37,57,6,3,3,3,6,9,71.52,Fake
4382,55,40,68,51,1,0,2,1,2,3,41.94,Suspicious
1289,95,100,80,99,1,0,1,1,1,0,10.52,Genuine
2327,38,28,52,11,4,6,4,3,5,5,79.84,Fake
3156,84,85,82,89,0,0,0,0,1,1,9.36,Genuine
1238,13,31,35,41,8,4,6,3,6,6,85.6,Fake
3629,24,41,11,30,6,6,2,7,4,8,84.49,Fake
4429,58,41,57,49,3,3,3,2,3,2,45.43,Suspicious
962,45,28,39,25,9,3,3,3,4,6,79.27,Fake
2128,93,80,82,86,0,0,0,0,0,1,12.52,Genuine
1940,43,11,10,57,5,5,4,5,2,7,80.71,Fake
3870,81,93,81,89,1,1,1,0,0,0,14.25,Genuine
3395,50,53,28,53,5,5,7,5,4,8,71.76,Fake
4449,57,50,64,67,1,2,2,2,2,2,41.2,Suspicious
4410,83,97,100,99,0,0,0,0,1,1,9.23,Genuine
3673,80,51,78,79,4,1,0,1,2,1,25.35,Suspicious
1378,97,88,91,87,0,1,0,0,0,1,19.34,Genuine
3637,89,84,94,91,1,0,1,1,1,1,18.16,Genuine
1672,57,38,22,12,4,7,7,7,6,9,82.92,Fake
4225,55,56,14,11,8,7,5,4,6,7,81.11,Fake
523,36,33,40,39,3,2,7,4,3,5,71.69,Fake
1610,60,57,26,54,3,2,2,4,5,3,48.66,Fake
732,74,68,66,73,4,1,1,4,3,2,32.85,Suspicious
1260,82,97,91,98,1,1,0,0,1,1,14.52,Genuine
969,54,13,45,15,6,4,6,6,7,9,82.95,Fake
2151,58,60,22,41,4,3,5,5,7,8,74.69,Fake
1269,57,53,52,63,1,1,2,2,3,1,39.73,Suspicious
4995,32,54,26,49,7,3,6,6,3,8,82.77,Fake
4714,32,54,36,24,8,4,7,7,7,4,79.91,Fake
1406,64,75,66,55,4,0,3,2,3,2,43.15,Suspicious
1323,90,91,97,98,1,1,0,0,1,0,14.56,Genuine
4510,79,46,50,70,2,0,2,3,3,1,36.46,Suspicious
4966,87,100,83,98,1,0,0,0,1,0,1.42,Genuine
2126,38,43,18,44,8,6,7,7,3,3,83.37,Fake
1432,49,30,14,20,5,2,4,7,2,3,69.97,Fake
3063,80,81,95,95,1,1,1,0,1,0,13.57,Genuine
1247,97,80,86,88,1,1,1,0,0,0,14.63,Genuine
2277,19,31,15,36,6,2,2,3,6,7,81.64,Fake
911,49,14,58,56,6,6,2,7,2,4,72.02,Fake
1866,83,92,98,86,0,0,1,1,1,1,15.24,Genuine
2989,66,64,46,53,1,0,1,2,3,3,30.0,Suspicious
2910,52,73,62,76,1,1,1,3,3,3,30.52,Suspicious
2381,52,49,58,74,1,2,3,1,2,1,39.57,Suspicious
4529,90,83,93,89,1,0,1,1,1,0,14.63,Genuine
751,100,87,90,88,1,1,0,1,0,0,9.73,Genuine
3578,91,84,81,88,0,0,0,1,1,0,8.89,Genuine
1317,81,96,83,94,1,1,0,0,1,0,8.76,Genuine
1888,45,56,66,60,3,2,2,1,2,3,45.36,Suspicious
4720,76,53,54,80,2,0,1,4,3,2,35.76,Suspicious
2022,93,81,81,95,0,0,1,0,1,0,7.35,Genuine
2077,75,66,61,67,1,2,2,3,2,1,39.39,Suspicious
4937,46,60,60,11,5,5,4,3,7,5,68.55,Fake
760,97,98,97,100,1,1,0,0,0,0,6.77,Genuine
1756,36,16,29,59,9,6,2,6,2,8,85.51,Fake
2673,96,92,91,95,1,0,1,0,1,1,9.05,Genuine
1010,21,51,32,45,9,4,6,3,7,9,88.54,Fake
4343,65,46,70,67,4,2,1,3,2,3,41.77,Suspicious
262,80,46,49,73,4,1,1,2,2,1,32.57,Suspicious
4526,24,13,20,32,3,3,3,5,2,6,75.36,Fake
4130,66,76,78,77,4,1,3,1,2,3,39.62,Suspicious
3138,35,50,10,25,4,4,4,3,7,7,78.62,Fake
3367,98,88,90,85,1,1,1,1,1,0,15.97,Genuine
3738,63,65,59,54,2,1,2,1,2,1,38.07,Suspicious
4528,100,92,96,92,0,1,1,1,0,1,8.4,Genuine
4522,18,10,22,59,9,3,4,7,7,8,90.73,Fake
1302,84,95,100,100,0,1,1,1,1,1,10.7,Genuine
2729,56,44,76,53,1,2,2,4,3,2,40.45,Suspicious
4768,84,96,97,96,0,1,0,1,1,0,12.1,Genuine
3720,32,34,10,27,9,2,6,6,2,3,77.97,Fake
3266,96,95,82,98,1,1,0,1,0,1,10.68,Genuine
147,81,81,94,85,0,0,0,1,0,0,11.91,Genuine
1917,94,80,96,90,1,1,0,1,1,0,10.18,Genuine
4423,96,98,80,94,1,0,0,1,1,0,12.1,Genuine
3937,19,49,47,23,5,7,2,3,4,3,70.07,Fake
3789,15,20,33,45,3,2,7,4,6,9,79.44,Fake
1602,96,95,87,85,0,1,0,1,0,1,12.37,Genuine
4467,90,88,98,95,1,0,0,1,1,1,14.8,Genuine
3808,81,99,85,90,0,1,1,0,0,1,12.98,Genuine
1152,47,10,49,34,3,7,5,6,4,8,78.11,Fake
4976,85,80,88,99,1,1,1,1,1,1,17.35,Genuine
1020,34,13,35,45,4,4,2,3,7,8,75.98,Fake
1696,57,16,31,41,8,6,2,5,4,5,78.47,Fake
184,17,41,56,30,3,2,4,7,3,9,74.47,Fake
4154,30,33,59,26,9,5,5,3,4,6,80.81,Fake
2788,82,89,94,88,0,0,0,1,0,1,9.86,Genuine
4069,92,98,88,87,0,0,0,0,1,0,9.08,Genuine
2232,25,42,12,32,5,3,3,3,5,7,72.93,Fake
3168,68,80,78,64,1,2,3,1,1,3,35.43,Suspicious
3364,52,48,61,57,1,1,2,2,1,3,42.99,Suspicious
4331,66,72,67,67,2,3,1,4,1,2,39.93,Suspicious
2139,76,68,74,62,1,2,0,2,1,3,36.92,Suspicious
288,55,69,49,51,4,2,3,2,3,2,46.63,Suspicious
2610,70,75,60,76,2,1,3,4,2,3,35.22,Suspicious
3122,66,80,55,47,3,2,2,3,1,3,43.49,Suspicious
3686,51,28,57,38,7,2,4,6,2,5,67.75,Fake
4896,45,73,51,46,1,1,3,4,1,2,33.14,Suspicious
2556,99,89,86,87,1,0,0,0,1,1,13.36,Genuine
2483,20,45,18,47,3,7,4,5,2,6,75.45,Fake
1973,59,54,65,58,3,2,3,1,1,2,43.1,Suspicious
319,79,57,63,49,1,2,1,1,2,3,34.37,Suspicious
588,88,91,85,94,1,0,1,1,1,0,19.33,Genuine
728,59,46,59,50,3,0,3,2,3,2,48.49,Suspicious
4618,89,81,82,91,0,1,1,0,0,1,20.29,Genuine
3334,88,91,89,95,1,0,0,0,1,0,12.71,Genuine
1231,79,56,46,57,4,1,3,4,3,3,48.18,Suspicious
2175,31,53,49,54,7,7,4,6,5,9,77.11,Fake
4178,85,99,94,97,0,0,1,1,0,0,10.64,Genuine
2765,43,40,36,34,6,3,6,7,5,5,73.67,Fake
1698,54,68,60,45,1,1,1,1,1,2,30.67,Suspicious
4332,86,89,98,87,1,1,0,1,0,0,10.41,Genuine
4712,79,63,50,47,2,0,1,2,3,1,29.35,Suspicious
3294,66,78,78,58,4,0,1,4,3,1,31.67,Suspicious
904,60,53,10,42,4,3,5,4,4,8,79.02,Fake
883,64,73,49,62,4,2,2,1,1,3,52.54,Suspicious
2024,53,61,77,70,2,3,2,2,3,3,41.9,Suspicious
2405,54,71,45,67,3,0,3,2,3,1,37.11,Suspicious
2640,46,31,60,19,9,2,2,7,3,8,82.67,Fake
833,14,35,58,12,9,3,2,7,2,3,76.9,Fake
2039,79,64,52,61,1,1,1,2,1,1,29.38,Suspicious
2394,89,96,91,94,1,1,0,0,1,1,14.18,Genuine
4778,82,100,98,98,1,1,1,1,0,0,10.94,Genuine
3053,41,42,19,13,9,4,7,5,6,7,90.87,Fake
4151,40,41,16,52,8,3,7,6,4,3,71.78,Fake
4045,61,76,78,74,4,1,3,4,1,2,41.55,Suspicious
1916,50,43,68,75,3,2,0,1,2,3,38.34,Suspicious
1287,63,45,46,59,1,3,3,1,2,2,44.57,Suspicious
3653,60,10,22,52,5,5,4,4,2,3,67.28,Fake
2901,38,54,58,44,8,4,6,6,2,7,81.29,Fake
